id,filename,alt,decodedWidth,decodedHeight,focusScore,heroSuitable,gallerySuitable,flags,error
med_0008654109f426694f4a530e,000754-efa16a96c3a4f215d8b6213508036ea18896e977.jpeg,Adam Ondra and Rockbusters Siurana.jpg,4040,2712,1649.02,true,true,,
med_001a3e5953019d496b44e569,000189-f5c89dcd0025ddc26cb182d3283e861812f6382c.jpeg,Kerstin Margalef 5.jpg,3519,2243,608.59,true,true,,
med_009e9701f95d70123808521b,001373-22986fc25067d6eb56774f0c15b03b5d7053b87f.jpeg,DSCF2034.jpg,912,684,2565.11,false,false,gallery-resolution-too-small;hero-resolution-too-small,
med_00b7fa264efbf46a3e454706,000749-ae73d6e5d20c8e87ccf84fa528313988f37f200b.jpeg,Johann Adam Ondra & Patxi Usobiaga work shop Rockbusters.net (3).jpg,1000,1500,738.19,false,true,hero-resolution-too-small,
med_00d24ad9660fbb831f838d59,001045-ee096dc37927c698a2484d9610e2f77a2b47212e.jpeg,lindule.jpeg,500,500,660.54,false,false,gallery-resolution-too-small;hero-resolution-too-small;near-duplicate;near-duplicate,
med_00d80ec973541d08c95c7ae5,000797-e49b5cd269bce03aea03ae78ae16c933962213ca.jpeg,bouldering Albarracin.jpg,3992,1191,1473.29,false,true,hero-resolution-too-small,
med_010319af5c01aeeca140d634,000507-096208c7de0a8818c195ac8b074c8211b49340e2.jpeg,Monserat Paret de Diables y la sombra de la aguja Caval Bernat.JPG,4608,3456,1388.77,true,true,,
med_013b63a97e5d7f7aa1cf4ba7,000918-e145b6378aef803b2211a38d0340434bd3443d58.jpeg,"Jany, Chamonix, Aiguille du Midi, Contamine 7a+, rockbusters.net.jpg",1200,358,2608.2,false,false,gallery-resolution-too-small;hero-resolution-too-small,
med_016f9aa742923d18ea6f193f,000216-56c0268479fb51460eb54e72d6ba790a1ba02e7b.jpeg,alex margaler 2.jpg,640,960,1439.37,false,false,gallery-resolution-too-small;hero-resolution-too-small,
med_017120a194fe70fdadb8f774,000134-e328deb89356ab9b270420e94ca5e75e7ef0ebcc.jpeg,Minoru Finale Ligure 4.jpg,4000,2248,1081.38,true,true,,
med_01725a97dfb6c8563e9374da,001248-0d2fac8b9f7e484667f9d7a29c623373ff961db7.jpeg,Klemen Klondike Cat 11- Frankenjura rockbusters.net 9.jpg,4375,2917,1349.36,true,true,,
med_01956a89fd0213016cac7dd7,000548-7a4e2225dcc78b0d48528007483ee743271774f6.jpeg,Rodellar.JPG,3648,2736,1184.1,true,true,,
med_01c3b867d54216e749848928,000257-59a0c7eae763584674f072d1a1ed02f06d87e7d1.jpeg,doke en mal de amores 03.jpg,945,1394,1223.02,false,true,hero-resolution-too-small;near-duplicate,
med_0209c75d51ebbbc41d1f89c0,001458-7925d3b949d71361d112a8c14b8987d08740429b.jpeg,WhatsApp Image 2025-10-23 at 12.02.00_d0ae1427_1.jpg,1110,709,2843.55,false,false,gallery-resolution-too-small;hero-resolution-too-small,
med_0219a95dedc9310f0da0b04e,000541-29ae30385af66af5761acfcb66c028ef62ac327b.jpeg,trad multi pitch7.JPG,3456,4608,2368.25,true,true,,
med_0232a585d2041e1b1a723bc1,000737-95edc47f0f0ac0de61018878871bae7da71c004a.jpeg,pajka.jpg,2736,2360,2041.66,true,true,,
med_025b5d4358cc4880f429268a,000247-a19c26be5b3fcf268016ffca39f29e488ec94d31.jpeg,Shelly Rodellar 3.jpg,1265,2659,1555.02,false,true,hero-resolution-too-small,
med_02e2cd104465bcb49e0ab0fa,000575-8f34ad14674361abf70b0b0783676757b97d78c2.jpeg,Oliana panorama.JPG,1600,1195,4522.58,false,true,hero-resolution-too-small,
med_030be6289781981db01ebdee,000036-010e0dfbd5f63aa7cd0d48b587687617b063e029.jpeg,Ceuse 1.jpg,4000,2248,52.92,false,false,focus-review,
med_031f72881a363630bf64d7e6,001372-61607a89376c34a59cd70b2f6c3928cd3507c08a.jpeg,DSCF2028.jpg,912,684,860.43,false,false,gallery-resolution-too-small;hero-resolution-too-small,
med_036830d79fbb85d8bafbbabc,000188-656729f077eeb958b317b03a1adda67d7a9b1110.jpeg,Kerstin Margalef 4.jpg,1313,3007,912.43,false,true,hero-resolution-too-small;near-duplicate,
med_03a89740b95109e2bb4c03a0,000524-e5644909e7930c41ef7f16a5d253887bc924010d.jpeg,vilanova de meia Musical Express croquis.jpg,1536,1152,2752.33,false,true,hero-resolution-too-small,
med_03b2bb11445d45faa1d5277f,000817-720d8ed3e9907e2ebc0a5ffc0cd66b2a2c117357.jpeg,jany default 3.jpg,1200,358,1802.83,false,false,gallery-resolution-too-small;hero-resolution-too-small;near-duplicate,
med_03ce94078a96c911db51d183,000415-380195e58c369bc5203c7d84a4f8450b0af0b02b.jpeg,P1050035.JPG,3056,856,665.64,false,true,hero-resolution-too-small,
med_041cf2af18ebad7f66555747,000587-af2933fdab6c8c83896d2fb0e61131f9444617a4.jpeg,Gerald2-Sella-ClimbingSpain2016-Rockbusters.net.jpg,2740,1863,2173.64,true,true,,
med_043226c1532d53d46bf2def9,001356-5e080d4c2534c04ba915d1de3966f41eb7aa5392.jpeg,Training 9.JPG,957,437,2468.46,false,false,gallery-resolution-too-small;hero-resolution-too-small,
med_046b40e59a2cc82a8f5a7840,000780-37a402ea9ba0217da2a4d8697dfcd17607882280.jpeg,FB_image-for-margalef-link.jpg,1200,629,3809.56,false,false,gallery-resolution-too-small;hero-resolution-too-small,
med_046bb08cd262ec5ba59b7051,001376-a348b0b2f7a523178602de2af61aa7eeb6d876ae.jpeg,"Prudence, Ultimo Mono 8b, Wildside, Sella, Spain, rockbusters.net (14).JPG",1252,835,915.09,false,true,hero-resolution-too-small,
med_046cd8b5a1fe88601fcea2e9,000569-09c433e336a4bb3538a2d3874daa851ea01a890f.jpeg,Petra_Rockbusters_Rodellar.jpg,728,960,4469.25,false,false,gallery-resolution-too-small;hero-resolution-too-small,
med_049dd2408572a13af3022b61,000300-627299fc195fd0e811f4e00600cdf439015d6d6f.jpeg,IMG_1965.JPG,1600,1200,984.77,false,true,hero-resolution-too-small,
med_04aa9a83470575fee1982a84,000963-358e153778dcd1b1f1d75b0a744c0c4b44fb9b07.jpeg,IMG_1387_narrow.JPG,1340,589,1425.88,false,false,gallery-resolution-too-small;hero-resolution-too-small,
med_04b3c59a16e190c0c0f440b9,001377-5727a8f4b95fb597f0472caaebb9696014290427.jpeg,"Prudence, Ultimo Mono 8b, Wildside, Sella, Spain, rockbusters.net (14).JPG",1252,835,915.09,false,true,hero-resolution-too-small;exact-duplicate,
med_04b99bd700bf84afdb9589c0,000901-10c62fdde40f9aa84377345765c35f33401631f1.png,27Crags_mapview.png,1532,820,2073.47,false,true,hero-resolution-too-small,
med_04bd5396989d209ca67d6e37,000361-988d03ca1b45e97d4efbbb1e33b0ea9c73afcc75.jpeg,basque country3.jpg,800,450,862.63,false,false,gallery-resolution-too-small;hero-resolution-too-small,
med_04dbf0c6d8dde9ffd9722379,001273-30a7b4c9c908623585647ab2d5f002e93c2ab697.jpeg,"Rado, 7b+, Tres Ponts, Patxi Usobiaga Advance Sport Climbing Course rockbusters.net.jpg",1723,3537,1954.64,true,true,,
med_04ea3e91c71559476142a893,001321-35dbb5f9fc00330935563652e0b231f090a4f80a.png,rafiki.png,839,271,6572.21,false,false,gallery-resolution-too-small;hero-resolution-too-small,
med_04ea89c5d44cfa806942f18c,000806-0209f2b470feccc8588be53a044638ef0cc15f89.jpeg,Jany default 2.jpg,1200,358,1977.51,false,false,gallery-resolution-too-small;hero-resolution-too-small;near-duplicate,
med_055048f2e48312fe1cd1af14,000910-63289e30c9d949c348c109e56b6454ac3c94e130.jpeg,"Abdul, Rodellar, Vis a Vis 7a 2.jpg",2536,1694,2069.93,true,true,,
med_0566d37def90cd9759a2e9ec,001203-18254b38ad96fc2de324f73af2929d2acf28d337.jpeg,riglos.jpg,1200,765,1341.24,false,false,gallery-resolution-too-small;hero-resolution-too-small,
med_05ae0db24265aa08b40411fc,000226-f1e03f8801b54cf2725f5e4c068f60a46d61d15c.jpeg,Laszlo Rodellar.JPG,4000,2248,2145.24,true,true,,
med_05c09a7c2f6088ae49dc55ae,000707-300b994a9eb6ad7e58c590dfbb9d84faf7780bfd.jpeg,LaGonte3.JPG,2288,1280,2224.73,false,true,hero-resolution-too-small,
med_06729d9ec5f55879e480b9a8,001205-66690dae8c26bb6d04757f631afbbcfe3e86bd76.png,SNOWBUSTER_LOGO-02.png,2462,1400,1169.7,true,true,,
med_069411e4f998537f7b41627b,001067-50336da0c449b23d45e8f6b287b198f521e34ee6.jpeg,Charizze Climbing Trip Europe Gorges du Tarn 2018 rockbusters.net (3).JPG,867,1300,546.31,false,true,hero-resolution-too-small,
med_06a0c7a0b72b4c502161bcd1,001245-4b7c862444d7f181f69b81f7adfc2b297ceb8a5d.jpeg,Andrlac Fear Factory 9 Frankenjura rockbusters.net 6.jpg,4152,2768,1746.54,true,true,,
med_06baabc6f8a196630c31079b,000528-1177393d4793cd0294043f55409a0a012afc94a6.jpeg,vilanova de meia1.JPG,3000,4000,2502.62,true,true,,
med_06e0be58027ed68d33faf7cc,000570-ba990d8a6dc89c56aba447dac3bfb0c0af32fca6.jpeg,Brother Rodellar.jpg,1000,1500,2280.77,false,true,hero-resolution-too-small,
med_06f41c6f0e6909c4572489a1,000844-8e4bb8455f8bedaf27675ef0db2d07d096e71c95.png,watermark1.png,945,472,8149.54,false,false,gallery-resolution-too-small;hero-resolution-too-small,
med_06f8204b254d37a65ea841e2,001242-8753e46ef73fc9a19fe98f9e6b58e2dc6dd6fe55.jpeg,Matej Ejaculacion 8 Frankenjura 2021 rockbusters.net.jpg,5384,3589,1596.02,true,true,,
med_07103e8c5598d158ca8e1583,000671-d27eb031df1d5face1dd4df73e08d85cc96e1b0b.jpeg,Linda Ceuse.JPG,1300,867,302.12,false,false,focus-review;hero-resolution-too-small,
med_071d69aa9bbfe1e7799552df,000402-44d1b2bb0d8e2cf42d9336c2fc0d69044b4cccda.jpeg,kalymnos2.jpg,800,613,2319,false,false,gallery-resolution-too-small;hero-resolution-too-small,
med_073538cba8aaa9b4bf3b2df6,000364-805f374e090946b1112c234d9c7209a2afece0a8.jpeg,basque country6.JPG,800,600,3593.96,false,false,gallery-resolution-too-small;hero-resolution-too-small,
med_0763b5dce612b60fd9e53a37,001096-4d2ab1175d0a6b7f64b72f0dcc7ce44cf2708c35.jpeg,Hege Oltre Finale www.rockbusters.net.jpg,1300,867,1478.46,false,true,hero-resolution-too-small;near-duplicate,
med_076e7f6e6051fa296be73d60,000967-015a230f51fdffec4218fa09923cd72bdd288d2b.jpeg,IMG_2671 copy.JPG,1350,900,2326.49,false,true,hero-resolution-too-small,
med_07885595ad140c019c28db18,000220-f9ff779a7c4dcdc5575c45efcc1911747a4113cf.jpeg,jany margalef 4.jpg,960,640,1840.7,false,false,gallery-resolution-too-small;hero-resolution-too-small,
med_07e71d2db7f033f6504603e4,000308-975debe3ad30acdb861b69f47c056ac47fd9a045.jpeg,EdSella2.JPG,2448,3264,1279.41,true,true,,
med_08716e27829cba167a25e6e1,000396-fd03533955186243822e5d598e5e93108e776b7a.jpeg,kalymnos1.jpg,800,532,1189.26,false,false,gallery-resolution-too-small;hero-resolution-too-small;near-duplicate,
med_0880d47a3fda40b56ab0bd88,000742-851d6ede1c5090042c9b02143d37b834856e730b.jpeg,Jan Mallorca DWS.JPG,1300,867,1729.55,false,true,hero-resolution-too-small,
med_08cd71f0bf58dd525fd84790,000049-1147eb086f81dc5ca58f33c097c4ac9a7fe14a80.jpeg,Ray Ceuse 6.jpg,4000,2248,487.98,true,true,,
med_09afb9214056e34cec499dd7,000153-08a18eaa87ea40c3884aa57ff0c023ae187d3aca.jpeg,Hege Gorges du Tarn 9.jpg,912,1588,2821.93,false,true,hero-resolution-too-small,
